,responseId,session,queryResult.queryText,queryResult.parameters.number,queryResult.parameters.date-time,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intentDetectionConfidence,queryResult.languageCode
0,f2021838-d3fc-4363-94ae-56d93c1c9f61-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,now,3.0,[{'date_time': '2021-05-01T22:58:04+02:00'}],True,"Let me see, you will arrive at now and your stay is 3 nights. Can I now book your reservation?","[{'text': {'text': ['Let me see, you will arrive at now and your stay is 3 nights. Can I now book your reservation?']}}]","[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-followup', 'lifespanCount': 2, 'parameters': {'number': 3.0, 'number.original': '3', 'date-time': [{'date_time': '2021-05-01T22:58:04+02:00'}], 'date-time.original': ['now']}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'parameters': {'no-input': 0.0, 'no-match': 0.0, 'number': 3.0, 'number.original': '3', 'date-time': [{'date_time': '2021-05-01T22:58:04+02:00'}], 'date-time.original': ['now']}}]",projects/hotelbot-ofdd/agent/intents/33abfc55-f1cb-4d81-9b2f-c238fbc0c437,ReservationBook,1.0,en
,responseId,session,queryResult.queryText,queryResult.action,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intentDetectionConfidence,queryResult.languageCode
0,cc2e4142-5194-437b-9053-156bc1e2eac5-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,yes,ReservationBook.ReservationBook-yes,True,"Okay, reservation confirmed. For whom can I confirm the reservation?","[{'text': {'text': ['Okay, reservation confirmed. For whom can I confirm the reservation?']}}]","[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-yes-followup', 'lifespanCount': 2}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-followup', 'lifespanCount': 1, 'parameters': {'number': 3.0, 'number.original': '3', 'date-time': [{'date_time': '2021-05-01T22:58:04+02:00'}], 'date-time.original': ['now']}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'parameters': {'no-input': 0.0, 'no-match': 0.0}}]",projects/hotelbot-ofdd/agent/intents/d38778e0-a348-4922-9aa3-9333d5596544,ReservationBook - yes,1.0,en
,responseId,session,queryResult.queryText,queryResult.action,queryResult.parameters.person.name,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intentDetectionConfidence,queryResult.languageCode
0,e2fe7164-0c0f-462c-9834-05057844d039-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,Kevin,ReservationBook.ReservationBook-yes.ReservationBook-yes-custom,Kevin,True,Thank you. The booking is for Kevin. Your reservation ID is,[{'text': {'text': ['Thank you. The booking is for Kevin. Your reservation ID is']}}],"[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-yes-followup', 'lifespanCount': 1, 'parameters': {'person': {'name': 'Kevin'}, 'person.original': 'Kevin'}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-followup', 'parameters': {'number': 3.0, 'number.original': '3', 'date-time': [{'date_time': '2021-05-01T22:58:04+02:00'}], 'date-time.original': ['now'], 'person': {'name': 'Kevin'}, 'person.original': 'Kevin'}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'parameters': {'no-input': 0.0, 'no-match': 0.0, 'person': {'name': 'Kevin'}, 'person.original': 'Kevin'}}]",projects/hotelbot-ofdd/agent/intents/f144849a-ba46-48f9-87da-fe49f8e5b88c,ReservationBook - yes - custom,0.93474656,en
,responseId,session,queryResult.queryText,queryResult.parameters.number,queryResult.parameters.date-time,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intentDetectionConfidence,queryResult.languageCode
0,56ddd5d0-3933-4389-8179-0c612f2d3993-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,Friday,7.0,['2021-05-07T12:00:00+02:00'],True,"Let me see, you will arrive at Friday and your stay is 7 nights. Can I now book your reservation?","[{'text': {'text': ['Let me see, you will arrive at Friday and your stay is 7 nights. Can I now book your reservation?']}}]","[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-followup', 'lifespanCount': 2, 'parameters': {'number': 7.0, 'number.original': '7', 'date-time': ['2021-05-07T12:00:00+02:00'], 'date-time.original': ['Friday']}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'parameters': {'no-input': 0.0, 'no-match': 0.0, 'number': 7.0, 'number.original': '7', 'date-time': ['2021-05-07T12:00:00+02:00'], 'date-time.original': ['Friday']}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-yes-followup', 'parameters': {'person': {'name': 'Kevin'}, 'person.original': 'Kevin', 'number': 7.0, 'number.original': '7', 'date-time': ['2021-05-07T12:00:00+02:00'], 'date-time.original': ['Friday']}}]",projects/hotelbot-ofdd/agent/intents/33abfc55-f1cb-4d81-9b2f-c238fbc0c437,ReservationBook,1.0,en
,responseId,session,queryResult.queryText,queryResult.action,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intentDetectionConfidence,queryResult.languageCode
0,a190f87a-2eb7-4472-939c-fe022e27f469-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,yes,ReservationBook.ReservationBook-yes,True,"Okay, reservation confirmed. For whom can I confirm the reservation?","[{'text': {'text': ['Okay, reservation confirmed. For whom can I confirm the reservation?']}}]","[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-yes-followup', 'lifespanCount': 2}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-followup', 'lifespanCount': 1, 'parameters': {'number': 7.0, 'number.original': '7', 'date-time': ['2021-05-07T12:00:00+02:00'], 'date-time.original': ['Friday']}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'parameters': {'no-input': 0.0, 'no-match': 0.0}}]",projects/hotelbot-ofdd/agent/intents/d38778e0-a348-4922-9aa3-9333d5596544,ReservationBook - yes,1.0,en
,responseId,session,queryResult.queryText,queryResult.action,queryResult.parameters.person.name,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intentDetectionConfidence,queryResult.languageCode
0,2e76fbb6-0e9d-41c9-91fe-4cde37f05c0d-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,Kevin,ReservationBook.ReservationBook-yes.ReservationBook-yes-custom,Kevin,True,Thank you. The booking is for Kevin. Your reservation ID is,[{'text': {'text': ['Thank you. The booking is for Kevin. Your reservation ID is']}}],"[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-yes-followup', 'lifespanCount': 1, 'parameters': {'person': {'name': 'Kevin'}, 'person.original': 'Kevin'}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-followup', 'parameters': {'number': 7.0, 'number.original': '7', 'date-time': ['2021-05-07T12:00:00+02:00'], 'date-time.original': ['Friday'], 'person': {'name': 'Kevin'}, 'person.original': 'Kevin'}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'parameters': {'no-input': 0.0, 'no-match': 0.0, 'person': {'name': 'Kevin'}, 'person.original': 'Kevin'}}]",projects/hotelbot-ofdd/agent/intents/f144849a-ba46-48f9-87da-fe49f8e5b88c,ReservationBook - yes - custom,0.93474656,en
,responseId,session,queryResult.queryText,queryResult.parameters.number,queryResult.parameters.person,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intentDetectionConfidence,queryResult.languageCode
0,9d6a1db8-f45b-43a3-b0d3-2dbe96e4ed46-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,459,459.0,,True,Here is your reservation:,[{'text': {'text': ['Here is your reservation:']}}],"[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'parameters': {'no-input': 0.0, 'no-match': 0.0, 'person': '', 'person.original': '', 'number': 459.0, 'number.original': '459'}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/reservationbook-yes-followup', 'parameters': {'person': '', 'person.original': '', 'number': 459.0, 'number.original': '459'}}]",projects/hotelbot-ofdd/agent/intents/12ec136b-a008-45a4-8413-6c8ec3af3265,ReservationGet,1.0,en
,responseId,session,queryResult.queryText,queryResult.action,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intent.isFallback,queryResult.intentDetectionConfidence,queryResult.languageCode
0,1c40b832-dd94-4b07-8f0e-c6be9d5166f9-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,I want to delete a reservation,input.unknown,True,"Please, I'm just a hotel reservation system.","[{'text': {'text': [""Please, I'm just a hotel reservation system.""]}}]","[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'lifespanCount': 1, 'parameters': {'no-input': 0.0, 'no-match': 1.0}}]",projects/hotelbot-ofdd/agent/intents/b28ef7f6-6abd-4dba-810a-f61385b701be,Default Fallback Intent,True,1.0,en
,responseId,session,queryResult.queryText,queryResult.action,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intent.isFallback,queryResult.intentDetectionConfidence,queryResult.languageCode
0,77914bbb-f2d4-47b7-8a50-df7003ae4bc2-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,I want to cancel a reservation,input.unknown,True,"Please, I'm just a hotel reservation system.","[{'text': {'text': [""Please, I'm just a hotel reservation system.""]}}]","[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'lifespanCount': 1, 'parameters': {'no-input': 0.0, 'no-match': 2.0}}]",projects/hotelbot-ofdd/agent/intents/b28ef7f6-6abd-4dba-810a-f61385b701be,Default Fallback Intent,True,1.0,en
,responseId,session,queryResult.queryText,queryResult.parameters.number,queryResult.parameters.person,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intentDetectionConfidence,queryResult.languageCode
0,03d71a7b-53f3-4dff-a0ab-4505b4b3c4a0-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,459,459.0,,True,The reservation 459 is now cancelled.,[{'text': {'text': ['The reservation 459 is now cancelled.']}}],"[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'parameters': {'no-input': 0.0, 'no-match': 0.0, 'person': '', 'person.original': '', 'number': 459.0, 'number.original': '459'}}]",projects/hotelbot-ofdd/agent/intents/33e47930-fd28-4b65-b69a-341489f49171,ReservationCancel,1.0,en
,responseId,session,queryResult.queryText,queryResult.parameters.number,queryResult.parameters.person,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intentDetectionConfidence,queryResult.languageCode
0,52860381-8abb-41c3-87d8-02cb94b54736-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,323,323.0,,True,Here is your reservation:,[{'text': {'text': ['Here is your reservation:']}}],"[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'parameters': {'no-input': 0.0, 'no-match': 0.0, 'person': '', 'person.original': '', 'number': 323.0, 'number.original': '323'}}]",projects/hotelbot-ofdd/agent/intents/12ec136b-a008-45a4-8413-6c8ec3af3265,ReservationGet,1.0,en
,responseId,session,queryResult.queryText,queryResult.parameters.person.name,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intentDetectionConfidence,queryResult.languageCode
0,397c6d30-0774-440e-bd8b-e92f1dac1612-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,Kevin,Kevin,True,Shall I erase all the booking data of Kevin?,[{'text': {'text': ['Shall I erase all the booking data of Kevin?']}}],"[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/customerdelete-followup', 'lifespanCount': 2, 'parameters': {'person': {'name': 'Kevin'}, 'person.original': 'Kevin'}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'parameters': {'no-input': 0.0, 'no-match': 0.0, 'person': {'name': 'Kevin'}, 'person.original': 'Kevin'}}]",projects/hotelbot-ofdd/agent/intents/50cd20c0-c7b2-4ff4-8fe3-c929fcd5227f,CustomerDelete,1.0,en
,responseId,session,queryResult.queryText,queryResult.action,queryResult.allRequiredParamsPresent,queryResult.fulfillmentText,queryResult.fulfillmentMessages,queryResult.outputContexts,queryResult.intent.name,queryResult.intent.displayName,queryResult.intentDetectionConfidence,queryResult.languageCode
0,9b07687b-a67a-4e02-b7ff-6b6c2ad0ffb4-eff3b2e4,projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67,yes,CustomerDelete.CustomerDelete-yes,True,"Okay, deleted everything about this person.","[{'text': {'text': ['Okay, deleted everything about this person.']}}]","[{'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/customerdelete-followup', 'lifespanCount': 1, 'parameters': {'person': {'name': 'Kevin'}, 'person.original': 'Kevin'}}, {'name': 'projects/hotelbot-ofdd/agent/sessions/webdemo-b9701b9a-82ee-b240-790c-4f97f709ab67/contexts/__system_counters__', 'parameters': {'no-input': 0.0, 'no-match': 0.0}}]",projects/hotelbot-ofdd/agent/intents/9cfd4b9c-cd28-4bd1-b125-66e51a575bf7,CustomerDelete - yes,1.0,en
